"       MOD"
"L4_position, DISPLACEMENT, I = 40, J = 24, RM = 24"

"Time      ","L4_position.X","L4_position.Y","L4_position.Z","L4_position.X","L4_position.Y","L4_position.Z","L4_position.R1","L4_position.R2","L4_position.R3"
7.050000e+000,3.581144e-013,7.385841e+001,-7.453864e+000,3.581144e-013,7.385841e+001,-7.453864e+000,1.800000e+002,3.852003e+000,-1.800000e+002
7.066667e+000,3.528191e-013,7.385954e+001,-7.456490e+000,3.528191e-013,7.385954e+001,-7.456490e+000,1.800000e+002,3.867949e+000,-1.800000e+002
7.083333e+000,3.479499e-013,7.386067e+001,-7.459112e+000,3.479499e-013,7.386067e+001,-7.459112e+000,1.800000e+002,3.883870e+000,-1.800000e+002
7.100000e+000,3.407533e-013,7.386179e+001,-7.461723e+000,3.407533e-013,7.386179e+001,-7.461723e+000,1.800000e+002,3.899725e+000,-1.800000e+002
7.116667e+000,3.338321e-013,7.386291e+001,-7.464325e+000,3.338321e-013,7.386291e+001,-7.464325e+000,1.800000e+002,3.915515e+000,-1.800000e+002
7.133333e+000,3.299774e-013,7.386401e+001,-7.466916e+000,3.299774e-013,7.386401e+001,-7.466916e+000,1.800000e+002,3.931240e+000,-1.800000e+002
7.150000e+000,3.236067e-013,7.386511e+001,-7.469497e+000,3.236067e-013,7.386511e+001,-7.469497e+000,1.800000e+002,3.946898e+000,-1.800000e+002
7.166667e+000,3.175114e-013,7.386620e+001,-7.472068e+000,3.175114e-013,7.386620e+001,-7.472068e+000,1.800000e+002,3.962491e+000,-1.800000e+002
7.183333e+000,3.116915e-013,7.386728e+001,-7.474629e+000,3.116915e-013,7.386728e+001,-7.474629e+000,1.800000e+002,3.978019e+000,-1.800000e+002
7.200000e+000,3.063417e-013,7.386835e+001,-7.477179e+000,3.063417e-013,7.386835e+001,-7.477179e+000,1.800000e+002,3.993480e+000,-1.800000e+002
7.216667e+000,3.010731e-013,7.386942e+001,-7.479720e+000,3.010731e-013,7.386942e+001,-7.479720e+000,1.800000e+002,4.008877e+000,-1.800000e+002
7.233333e+000,2.934854e-013,7.387047e+001,-7.482250e+000,2.934854e-013,7.387047e+001,-7.482250e+000,1.800000e+002,4.024207e+000,-1.800000e+002
7.250000e+000,2.889653e-013,7.387152e+001,-7.484770e+000,2.889653e-013,7.387152e+001,-7.484770e+000,1.800000e+002,4.039472e+000,-1.800000e+002
7.266667e+000,2.819313e-013,7.387256e+001,-7.487280e+000,2.819313e-013,7.387256e+001,-7.487280e+000,1.800000e+002,4.054671e+000,-1.800000e+002
7.283333e+000,2.779650e-013,7.387359e+001,-7.489780e+000,2.779650e-013,7.387359e+001,-7.489780e+000,1.800000e+002,4.069805e+000,-1.800000e+002
7.300000e+000,2.714847e-013,7.387462e+001,-7.492270e+000,2.714847e-013,7.387462e+001,-7.492270e+000,1.800000e+002,4.084873e+000,-1.800000e+002
7.316667e+000,2.652813e-013,7.387563e+001,-7.494749e+000,2.652813e-013,7.387563e+001,-7.494749e+000,1.800000e+002,4.099875e+000,-1.800000e+002
7.333333e+000,2.593548e-013,7.387664e+001,-7.497218e+000,2.593548e-013,7.387664e+001,-7.497218e+000,1.800000e+002,4.114812e+000,-1.800000e+002
7.350000e+000,2.539067e-013,7.387764e+001,-7.499678e+000,2.539067e-013,7.387764e+001,-7.499678e+000,1.800000e+002,4.129683e+000,-1.800000e+002
7.366667e+000,2.487368e-013,7.387863e+001,-7.502127e+000,2.487368e-013,7.387863e+001,-7.502127e+000,1.800000e+002,4.144488e+000,-1.800000e+002
7.383333e+000,2.436332e-013,7.387963e+001,-7.504584e+000,2.436332e-013,7.387963e+001,-7.504584e+000,1.800000e+002,4.159350e+000,-1.800000e+002
7.400000e+000,2.379785e-013,7.388063e+001,-7.507038e+000,2.379785e-013,7.388063e+001,-7.507038e+000,1.800000e+002,4.174184e+000,-1.800000e+002
7.416667e+000,2.322828e-013,7.388162e+001,-7.509483e+000,2.322828e-013,7.388162e+001,-7.509483e+000,1.800000e+002,4.188968e+000,-1.800000e+002
7.433333e+000,2.293365e-013,7.388260e+001,-7.511920e+000,2.293365e-013,7.388260e+001,-7.511920e+000,1.800000e+002,4.203700e+000,-1.800000e+002
7.450000e+000,2.235591e-013,7.388358e+001,-7.514350e+000,2.235591e-013,7.388358e+001,-7.514350e+000,1.800000e+002,4.218382e+000,-1.800000e+002
7.466667e+000,2.177407e-013,7.388455e+001,-7.516772e+000,2.177407e-013,7.388455e+001,-7.516772e+000,1.800000e+002,4.233013e+000,-1.800000e+002
7.483333e+000,2.146716e-013,7.388552e+001,-7.519186e+000,2.146716e-013,7.388552e+001,-7.519186e+000,1.800000e+002,4.247593e+000,-1.800000e+002
7.500000e+000,2.085635e-013,7.388648e+001,-7.521592e+000,2.085635e-013,7.388648e+001,-7.521592e+000,1.800000e+002,4.262123e+000,-1.800000e+002
7.516667e+000,2.026218e-013,7.388744e+001,-7.523990e+000,2.026218e-013,7.388744e+001,-7.523990e+000,1.800000e+002,4.276601e+000,-1.800000e+002
7.533333e+000,1.992198e-013,7.388838e+001,-7.526380e+000,1.992198e-013,7.388838e+001,-7.526380e+000,1.800000e+002,4.291029e+000,-1.800000e+002
7.550000e+000,1.931956e-013,7.388933e+001,-7.528762e+000,1.931956e-013,7.388933e+001,-7.528762e+000,1.800000e+002,4.305406e+000,-1.800000e+002
7.566667e+000,1.897097e-013,7.389026e+001,-7.531137e+000,1.897097e-013,7.389026e+001,-7.531137e+000,1.800000e+002,4.319732e+000,-1.800000e+002
7.583333e+000,1.863927e-013,7.389119e+001,-7.533503e+000,1.863927e-013,7.389119e+001,-7.533503e+000,1.800000e+002,4.334007e+000,-1.800000e+002
7.600000e+000,1.800330e-013,7.389211e+001,-7.535862e+000,1.800330e-013,7.389211e+001,-7.535862e+000,1.800000e+002,4.348231e+000,-1.800000e+002
7.616667e+000,1.764207e-013,7.389303e+001,-7.538213e+000,1.764207e-013,7.389303e+001,-7.538213e+000,1.800000e+002,4.362405e+000,-1.800000e+002
7.633333e+000,1.729795e-013,7.389394e+001,-7.540555e+000,1.729795e-013,7.389394e+001,-7.540555e+000,1.800000e+002,4.376527e+000,-1.800000e+002
7.650000e+000,1.664937e-013,7.389485e+001,-7.542890e+000,1.664937e-013,7.389485e+001,-7.542890e+000,1.800000e+002,4.390599e+000,-1.800000e+002
7.666667e+000,1.627551e-013,7.389575e+001,-7.545217e+000,1.627551e-013,7.389575e+001,-7.545217e+000,1.800000e+002,4.404620e+000,-1.800000e+002
7.683333e+000,1.589742e-013,7.389664e+001,-7.547537e+000,1.589742e-013,7.389664e+001,-7.547537e+000,1.800000e+002,4.418590e+000,-1.800000e+002
7.700000e+000,1.557970e-013,7.389753e+001,-7.549859e+000,1.557970e-013,7.389753e+001,-7.549859e+000,1.800000e+002,4.432583e+000,-1.800000e+002
7.716667e+000,1.527921e-013,7.389843e+001,-7.552177e+000,1.527921e-013,7.389843e+001,-7.552177e+000,1.800000e+002,4.446550e+000,-1.800000e+002
7.733333e+000,1.498370e-013,7.389932e+001,-7.554490e+000,1.498370e-013,7.389932e+001,-7.554490e+000,1.800000e+002,4.460476e+000,-1.800000e+002
7.750000e+000,1.469315e-013,7.390020e+001,-7.556795e+000,1.469315e-013,7.390020e+001,-7.556795e+000,1.800000e+002,4.474362e+000,-1.800000e+002
7.766667e+000,1.440756e-013,7.390108e+001,-7.559095e+000,1.440756e-013,7.390108e+001,-7.559095e+000,1.800000e+002,4.488207e+000,-1.800000e+002
7.783333e+000,1.412695e-013,7.390196e+001,-7.561388e+000,1.412695e-013,7.390196e+001,-7.561388e+000,1.800000e+002,4.502012e+000,-1.800000e+002
7.800000e+000,1.382928e-013,7.390283e+001,-7.563675e+000,1.382928e-013,7.390283e+001,-7.563675e+000,1.800000e+002,4.515777e+000,-1.800000e+002
7.816667e+000,1.355854e-013,7.390369e+001,-7.565956e+000,1.355854e-013,7.390369e+001,-7.565956e+000,1.800000e+002,4.529502e+000,-1.800000e+002
7.833333e+000,1.357167e-013,7.390455e+001,-7.568230e+000,1.357167e-013,7.390455e+001,-7.568230e+000,1.800000e+002,4.543186e+000,-1.800000e+002
7.850000e+000,1.328864e-013,7.390541e+001,-7.570498e+000,1.328864e-013,7.390541e+001,-7.570498e+000,1.800000e+002,4.556829e+000,-1.800000e+002
7.866667e+000,1.303275e-013,7.390626e+001,-7.572760e+000,1.303275e-013,7.390626e+001,-7.572760e+000,1.800000e+002,4.570433e+000,-1.800000e+002
7.883333e+000,1.275946e-013,7.390711e+001,-7.575016e+000,1.275946e-013,7.390711e+001,-7.575016e+000,-1.800000e+002,4.583996e+000,1.800000e+002
7.900000e+000,1.279232e-013,7.390795e+001,-7.577265e+000,1.279232e-013,7.390795e+001,-7.577265e+000,-1.800000e+002,4.597519e+000,1.800000e+002
7.916667e+000,1.252879e-013,7.390879e+001,-7.579508e+000,1.252879e-013,7.390879e+001,-7.579508e+000,-1.800000e+002,4.611001e+000,1.800000e+002
7.933333e+000,1.227010e-013,7.390962e+001,-7.581745e+000,1.227010e-013,7.390962e+001,-7.581745e+000,-1.800000e+002,4.624443e+000,1.800000e+002
7.950000e+000,1.229511e-013,7.391045e+001,-7.583975e+000,1.229511e-013,7.391045e+001,-7.583975e+000,-1.800000e+002,4.637844e+000,1.800000e+002
7.966667e+000,1.234634e-013,7.391097e+001,-7.585292e+000,1.234634e-013,7.391097e+001,-7.585292e+000,-1.800000e+002,4.645533e+000,1.800000e+002
7.983333e+000,1.209615e-013,7.391141e+001,-7.586357e+000,1.209615e-013,7.391141e+001,-7.586357e+000,-1.800000e+002,4.651641e+000,1.800000e+002
8.000000e+000,1.184585e-013,7.391185e+001,-7.587422e+000,1.184585e-013,7.391185e+001,-7.587422e+000,-1.800000e+002,4.657749e+000,1.800000e+002
8.016667e+000,1.187427e-013,7.391228e+001,-7.588486e+000,1.187427e-013,7.391228e+001,-7.588486e+000,-1.800000e+002,4.663857e+000,1.800000e+002
8.033333e+000,1.162515e-013,7.391186e+001,-7.586930e+000,1.162515e-013,7.391186e+001,-7.586930e+000,-1.800000e+002,4.653267e+000,1.800000e+002
8.050000e+000,1.165525e-013,7.391136e+001,-7.585118e+000,1.165525e-013,7.391136e+001,-7.585118e+000,-1.800000e+002,4.641043e+000,1.800000e+002
8.066667e+000,1.140684e-013,7.391064e+001,-7.583000e+000,1.140684e-013,7.391064e+001,-7.583000e+000,-1.800000e+002,4.627828e+000,1.800000e+002
8.083333e+000,1.143757e-013,7.390988e+001,-7.580823e+000,1.143757e-013,7.390988e+001,-7.580823e+000,-1.800000e+002,4.614417e+000,1.800000e+002
8.100000e+000,1.118971e-013,7.390907e+001,-7.578604e+000,1.118971e-013,7.390907e+001,-7.578604e+000,-1.800000e+002,4.600936e+000,1.800000e+002
8.116667e+000,1.124338e-013,7.390825e+001,-7.576371e+000,1.124338e-013,7.390825e+001,-7.576371e+000,-1.800000e+002,4.587433e+000,1.800000e+002
8.133333e+000,1.148675e-013,7.390740e+001,-7.574109e+000,1.148675e-013,7.390740e+001,-7.574109e+000,-1.800000e+002,4.573782e+000,1.800000e+002
8.150000e+000,1.152967e-013,7.390654e+001,-7.571832e+000,1.152967e-013,7.390654e+001,-7.571832e+000,-1.800000e+002,4.560063e+000,1.800000e+002
8.166667e+000,1.187327e-013,7.390568e+001,-7.569556e+000,1.187327e-013,7.390568e+001,-7.569556e+000,-1.800000e+002,4.546343e+000,1.800000e+002
8.183333e+000,1.191533e-013,7.390482e+001,-7.567280e+000,1.191533e-013,7.390482e+001,-7.567280e+000,-1.800000e+002,4.532624e+000,1.800000e+002
8.200000e+000,1.225794e-013,7.390396e+001,-7.565004e+000,1.225794e-013,7.390396e+001,-7.565004e+000,-1.800000e+002,4.518904e+000,1.800000e+002
8.216667e+000,1.229914e-013,7.390310e+001,-7.562728e+000,1.229914e-013,7.390310e+001,-7.562728e+000,-1.800000e+002,4.505185e+000,1.800000e+002
8.233333e+000,1.264076e-013,7.390224e+001,-7.560452e+000,1.264076e-013,7.390224e+001,-7.560452e+000,-1.800000e+002,4.491465e+000,1.800000e+002
8.250000e+000,1.268110e-013,7.390139e+001,-7.558176e+000,1.268110e-013,7.390139e+001,-7.558176e+000,-1.800000e+002,4.477746e+000,-1.800000e+002
8.266667e+000,1.302174e-013,7.390053e+001,-7.555900e+000,1.302174e-013,7.390053e+001,-7.555900e+000,1.800000e+002,4.464026e+000,-1.800000e+002
8.283333e+000,1.339369e-013,7.389967e+001,-7.553615e+000,1.339369e-013,7.389967e+001,-7.553615e+000,1.800000e+002,4.450247e+000,-1.800000e+002
8.300000e+000,1.363352e-013,7.389876e+001,-7.551281e+000,1.363352e-013,7.389876e+001,-7.551281e+000,1.800000e+002,4.436150e+000,-1.800000e+002
8.316667e+000,1.417345e-013,7.389786e+001,-7.548946e+000,1.417345e-013,7.389786e+001,-7.548946e+000,1.800000e+002,4.422054e+000,-1.800000e+002
8.333333e+000,1.441240e-013,7.389696e+001,-7.546612e+000,1.441240e-013,7.389696e+001,-7.546612e+000,1.800000e+002,4.407958e+000,-1.800000e+002
8.350000e+000,1.467236e-013,7.389605e+001,-7.544277e+000,1.467236e-013,7.389605e+001,-7.544277e+000,1.800000e+002,4.393862e+000,-1.800000e+002
8.366667e+000,1.518937e-013,7.389515e+001,-7.541943e+000,1.518937e-013,7.389515e+001,-7.541943e+000,1.800000e+002,4.379766e+000,-1.800000e+002
8.383333e+000,1.544831e-013,7.389425e+001,-7.539608e+000,1.544831e-013,7.389425e+001,-7.539608e+000,1.800000e+002,4.365669e+000,-1.800000e+002
8.400000e+000,1.598568e-013,7.389335e+001,-7.537274e+000,1.598568e-013,7.389335e+001,-7.537274e+000,1.800000e+002,4.351573e+000,-1.800000e+002
8.416667e+000,1.622236e-013,7.389245e+001,-7.534940e+000,1.622236e-013,7.389245e+001,-7.534940e+000,1.800000e+002,4.337477e+000,-1.800000e+002
8.433333e+000,1.675871e-013,7.389155e+001,-7.532606e+000,1.675871e-013,7.389155e+001,-7.532606e+000,1.800000e+002,4.323381e+000,-1.800000e+002
8.450000e+000,1.754924e-013,7.389039e+001,-7.529960e+000,1.754924e-013,7.389039e+001,-7.529960e+000,1.800000e+002,4.307283e+000,-1.800000e+002
8.466667e+000,1.780918e-013,7.388948e+001,-7.527619e+000,1.780918e-013,7.388948e+001,-7.527619e+000,1.800000e+002,4.293137e+000,-1.800000e+002
8.483333e+000,1.834672e-013,7.388858e+001,-7.525270e+000,1.834672e-013,7.388858e+001,-7.525270e+000,1.800000e+002,4.278947e+000,-1.800000e+002
8.500000e+000,1.860407e-013,7.388766e+001,-7.522915e+000,1.860407e-013,7.388766e+001,-7.522915e+000,1.800000e+002,4.264714e+000,-1.800000e+002
8.516667e+000,1.916017e-013,7.388674e+001,-7.520553e+000,1.916017e-013,7.388674e+001,-7.520553e+000,1.800000e+002,4.250436e+000,-1.800000e+002
8.533333e+000,1.943636e-013,7.388582e+001,-7.518184e+000,1.943636e-013,7.388582e+001,-7.518184e+000,1.800000e+002,4.236114e+000,-1.800000e+002
8.550000e+000,1.999085e-013,7.388489e+001,-7.515808e+000,1.999085e-013,7.388489e+001,-7.515808e+000,1.800000e+002,4.221749e+000,-1.800000e+002
8.566667e+000,2.028636e-013,7.388396e+001,-7.513426e+000,2.028636e-013,7.388396e+001,-7.513426e+000,1.800000e+002,4.207340e+000,-1.800000e+002
8.583333e+000,2.086047e-013,7.388302e+001,-7.511037e+000,2.086047e-013,7.388302e+001,-7.511037e+000,1.800000e+002,4.192886e+000,-1.800000e+002
8.600000e+000,2.115107e-013,7.388207e+001,-7.508638e+000,2.115107e-013,7.388207e+001,-7.508638e+000,1.800000e+002,4.178371e+000,-1.800000e+002
8.616667e+000,2.134486e-013,7.388110e+001,-7.506208e+000,2.134486e-013,7.388110e+001,-7.506208e+000,1.800000e+002,4.163651e+000,-1.800000e+002
8.633333e+000,2.179723e-013,7.388012e+001,-7.503769e+000,2.179723e-013,7.388012e+001,-7.503769e+000,1.800000e+002,4.148872e+000,-1.800000e+002
8.650000e+000,2.197050e-013,7.387913e+001,-7.501321e+000,2.197050e-013,7.387913e+001,-7.501321e+000,1.800000e+002,4.134035e+000,-1.800000e+002
8.666667e+000,2.242274e-013,7.387814e+001,-7.498863e+000,2.242274e-013,7.387814e+001,-7.498863e+000,1.800000e+002,4.119140e+000,-1.800000e+002
8.683333e+000,2.257584e-013,7.387714e+001,-7.496397e+000,2.257584e-013,7.387714e+001,-7.496397e+000,1.800000e+002,4.104186e+000,-1.800000e+002
8.700000e+000,2.302802e-013,7.387613e+001,-7.493922e+000,2.302802e-013,7.387613e+001,-7.493922e+000,1.800000e+002,4.089173e+000,-1.800000e+002
8.716667e+000,2.318118e-013,7.387511e+001,-7.491438e+000,2.318118e-013,7.387511e+001,-7.491438e+000,1.800000e+002,4.074103e+000,-1.800000e+002
8.733333e+000,2.361349e-013,7.387409e+001,-7.488945e+000,2.361349e-013,7.387409e+001,-7.488945e+000,1.800000e+002,4.058974e+000,-1.800000e+002
8.750000e+000,2.376679e-013,7.387306e+001,-7.486444e+000,2.376679e-013,7.387306e+001,-7.486444e+000,1.800000e+002,4.043787e+000,-1.800000e+002
8.766667e+000,2.417959e-013,7.387203e+001,-7.483933e+000,2.417959e-013,7.387203e+001,-7.483933e+000,1.800000e+002,4.028541e+000,-1.800000e+002
8.783333e+000,2.433310e-013,7.387099e+001,-7.481413e+000,2.433310e-013,7.387099e+001,-7.481413e+000,1.800000e+002,4.013237e+000,-1.800000e+002
8.800000e+000,2.474626e-013,7.386994e+001,-7.478884e+000,2.474626e-013,7.386994e+001,-7.478884e+000,1.800000e+002,3.997874e+000,-1.800000e+002
8.816667e+000,2.488055e-013,7.386888e+001,-7.476346e+000,2.488055e-013,7.386888e+001,-7.476346e+000,1.800000e+002,3.982453e+000,-1.800000e+002
8.833333e+000,2.529415e-013,7.386782e+001,-7.473799e+000,2.529415e-013,7.386782e+001,-7.473799e+000,1.800000e+002,3.966974e+000,-1.800000e+002
8.850000e+000,2.540959e-013,7.386675e+001,-7.471243e+000,2.540959e-013,7.386675e+001,-7.471243e+000,1.800000e+002,3.951436e+000,-1.800000e+002
8.866667e+000,2.552539e-013,7.386567e+001,-7.468679e+000,2.552539e-013,7.386567e+001,-7.468679e+000,1.800000e+002,3.935840e+000,-1.800000e+002
8.883333e+000,2.593980e-013,7.386459e+001,-7.466105e+000,2.593980e-013,7.386459e+001,-7.466105e+000,1.800000e+002,3.920185e+000,-1.800000e+002
8.900000e+000,2.605627e-013,7.386350e+001,-7.463522e+000,2.605627e-013,7.386350e+001,-7.463522e+000,1.800000e+002,3.904472e+000,-1.800000e+002
8.916667e+000,2.643325e-013,7.386240e+001,-7.460930e+000,2.643325e-013,7.386240e+001,-7.460930e+000,1.800000e+002,3.888701e+000,-1.800000e+002
8.933333e+000,2.655053e-013,7.386130e+001,-7.458330e+000,2.655053e-013,7.386130e+001,-7.458330e+000,1.800000e+002,3.872871e+000,-1.800000e+002
8.950000e+000,2.692850e-013,7.386019e+001,-7.455720e+000,2.692850e-013,7.386019e+001,-7.455720e+000,1.800000e+002,3.856983e+000,-1.800000e+002
8.966667e+000,2.702786e-013,7.385907e+001,-7.453101e+000,2.702786e-013,7.385907e+001,-7.453101e+000,1.800000e+002,3.841037e+000,-1.800000e+002
8.983333e+000,2.740690e-013,7.385795e+001,-7.450474e+000,2.740690e-013,7.385795e+001,-7.450474e+000,1.800000e+002,3.825032e+000,-1.800000e+002
9.000000e+000,2.750731e-013,7.385681e+001,-7.447827e+000,2.750731e-013,7.385681e+001,-7.447827e+000,1.800000e+002,3.808901e+000,-1.800000e+002
9.016667e+000,2.792443e-013,7.385565e+001,-7.445163e+000,2.792443e-013,7.385565e+001,-7.445163e+000,1.800000e+002,3.792657e+000,-1.800000e+002
9.033333e+000,2.808104e-013,7.385449e+001,-7.442489e+000,2.808104e-013,7.385449e+001,-7.442489e+000,1.800000e+002,3.776346e+000,-1.800000e+002
9.050000e+000,2.849852e-013,7.385332e+001,-7.439805e+000,2.849852e-013,7.385332e+001,-7.439805e+000,1.800000e+002,3.759967e+000,-1.800000e+002
9.066667e+000,2.863706e-013,7.385214e+001,-7.437110e+000,2.863706e-013,7.385214e+001,-7.437110e+000,1.800000e+002,3.743519e+000,-1.800000e+002
9.083333e+000,2.877580e-013,7.385095e+001,-7.434405e+000,2.877580e-013,7.385095e+001,-7.434405e+000,1.800000e+002,3.727004e+000,-1.800000e+002
9.100000e+000,2.919396e-013,7.384975e+001,-7.431690e+000,2.919396e-013,7.384975e+001,-7.431690e+000,1.800000e+002,3.710421e+000,-1.800000e+002
9.116667e+000,2.935117e-013,7.384855e+001,-7.428964e+000,2.935117e-013,7.384855e+001,-7.428964e+000,1.800000e+002,3.693770e+000,-1.800000e+002
9.133333e+000,2.976969e-013,7.384734e+001,-7.426227e+000,2.976969e-013,7.384734e+001,-7.426227e+000,1.800000e+002,3.677052e+000,-1.800000e+002
9.150000e+000,2.990923e-013,7.384612e+001,-7.423481e+000,2.990923e-013,7.384612e+001,-7.423481e+000,1.800000e+002,3.660265e+000,-1.800000e+002
9.166667e+000,3.032819e-013,7.384489e+001,-7.420724e+000,3.032819e-013,7.384489e+001,-7.420724e+000,1.800000e+002,3.643411e+000,-1.800000e+002
9.183333e+000,3.046817e-013,7.384366e+001,-7.417956e+000,3.046817e-013,7.384366e+001,-7.417956e+000,1.800000e+002,3.626488e+000,-1.800000e+002
9.200000e+000,3.090519e-013,7.384241e+001,-7.415178e+000,3.090519e-013,7.384241e+001,-7.415178e+000,1.800000e+002,3.609498e+000,-1.800000e+002
9.216667e+000,3.104552e-013,7.384116e+001,-7.412390e+000,3.104552e-013,7.384116e+001,-7.412390e+000,1.800000e+002,3.592440e+000,-1.800000e+002
9.233333e+000,3.146529e-013,7.383990e+001,-7.409592e+000,3.146529e-013,7.383990e+001,-7.409592e+000,1.800000e+002,3.575314e+000,-1.800000e+002
9.250000e+000,3.160606e-013,7.383863e+001,-7.406783e+000,3.160606e-013,7.383863e+001,-7.406783e+000,1.800000e+002,3.558120e+000,-1.800000e+002
9.266667e+000,3.202627e-013,7.383736e+001,-7.403964e+000,3.202627e-013,7.383736e+001,-7.403964e+000,1.800000e+002,3.540858e+000,-1.800000e+002
9.283333e+000,3.218467e-013,7.383607e+001,-7.401134e+000,3.218467e-013,7.383607e+001,-7.401134e+000,1.800000e+002,3.523529e+000,-1.800000e+002
9.300000e+000,3.260525e-013,7.383478e+001,-7.398294e+000,3.260525e-013,7.383478e+001,-7.398294e+000,1.800000e+002,3.506131e+000,-1.800000e+002
9.316667e+000,3.274679e-013,7.383348e+001,-7.395443e+000,3.274679e-013,7.383348e+001,-7.395443e+000,1.800000e+002,3.488666e+000,-1.800000e+002
9.333333e+000,3.316781e-013,7.383218e+001,-7.392583e+000,3.316781e-013,7.383218e+001,-7.392583e+000,1.800000e+002,3.471132e+000,-1.800000e+002
9.350000e+000,3.332665e-013,7.383086e+001,-7.389712e+000,3.332665e-013,7.383086e+001,-7.389712e+000,1.800000e+002,3.453531e+000,-1.800000e+002
9.366667e+000,3.374803e-013,7.382954e+001,-7.386830e+000,3.374803e-013,7.382954e+001,-7.386830e+000,1.800000e+002,3.435862e+000,-1.800000e+002
9.383333e+000,3.389257e-013,7.382820e+001,-7.383934e+000,3.389257e-013,7.382820e+001,-7.383934e+000,1.800000e+002,3.418095e+000,-1.800000e+002
9.400000e+000,3.408265e-013,7.382681e+001,-7.380968e+000,3.408265e-013,7.382681e+001,-7.380968e+000,1.800000e+002,3.399861e+000,-1.800000e+002
9.416667e+000,3.453806e-013,7.382540e+001,-7.377988e+000,3.453806e-013,7.382540e+001,-7.377988e+000,1.800000e+002,3.381525e+000,-1.800000e+002
9.433333e+000,3.471691e-013,7.382398e+001,-7.374991e+000,3.471691e-013,7.382398e+001,-7.374991e+000,1.800000e+002,3.363086e+000,-1.800000e+002
9.450000e+000,3.517779e-013,7.382254e+001,-7.371979e+000,3.517779e-013,7.382254e+001,-7.371979e+000,1.800000e+002,3.344545e+000,-1.800000e+002
9.466667e+000,3.537832e-013,7.382110e+001,-7.368952e+000,3.537832e-013,7.382110e+001,-7.368952e+000,1.800000e+002,3.325901e+000,-1.800000e+002
9.483333e+000,3.584456e-013,7.381964e+001,-7.365909e+000,3.584456e-013,7.381964e+001,-7.365909e+000,1.800000e+002,3.307154e+000,-1.800000e+002
9.500000e+000,3.603422e-013,7.381817e+001,-7.362851e+000,3.603422e-013,7.381817e+001,-7.362851e+000,1.800000e+002,3.288305e+000,-1.800000e+002
9.516667e+000,3.652187e-013,7.381669e+001,-7.359777e+000,3.652187e-013,7.381669e+001,-7.359777e+000,1.800000e+002,3.269353e+000,-1.800000e+002
9.533333e+000,3.671689e-013,7.381519e+001,-7.356688e+000,3.671689e-013,7.381519e+001,-7.356688e+000,1.800000e+002,3.250298e+000,-1.800000e+002
9.550000e+000,3.719395e-013,7.381369e+001,-7.353584e+000,3.719395e-013,7.381369e+001,-7.353584e+000,1.800000e+002,3.231141e+000,-1.800000e+002
9.566667e+000,3.739442e-013,7.381217e+001,-7.350463e+000,3.739442e-013,7.381217e+001,-7.350463e+000,1.800000e+002,3.211881e+000,-1.800000e+002
9.583333e+000,3.789252e-013,7.381064e+001,-7.347328e+000,3.789252e-013,7.381064e+001,-7.347328e+000,1.800000e+002,3.192518e+000,-1.800000e+002
9.600000e+000,3.809834e-013,7.380909e+001,-7.344177e+000,3.809834e-013,7.380909e+001,-7.344177e+000,1.800000e+002,3.173053e+000,-1.800000e+002
9.616667e+000,3.858623e-013,7.380754e+001,-7.341010e+000,3.858623e-013,7.380754e+001,-7.341010e+000,1.800000e+002,3.153485e+000,-1.800000e+002
9.633333e+000,3.879749e-013,7.380597e+001,-7.337828e+000,3.879749e-013,7.380597e+001,-7.337828e+000,1.800000e+002,3.133815e+000,-1.800000e+002
9.650000e+000,3.902667e-013,7.380439e+001,-7.334631e+000,3.902667e-013,7.380439e+001,-7.334631e+000,1.800000e+002,3.114042e+000,-1.800000e+002
9.666667e+000,3.952265e-013,7.380280e+001,-7.331418e+000,3.952265e-013,7.380280e+001,-7.331418e+000,1.800000e+002,3.094166e+000,-1.800000e+002
9.683333e+000,3.974198e-013,7.380119e+001,-7.328189e+000,3.974198e-013,7.380119e+001,-7.328189e+000,1.800000e+002,3.074188e+000,-1.800000e+002
9.700000e+000,4.025832e-013,7.379958e+001,-7.324946e+000,4.025832e-013,7.379958e+001,-7.324946e+000,1.800000e+002,3.054107e+000,-1.800000e+002
9.716667e+000,4.048299e-013,7.379795e+001,-7.321686e+000,4.048299e-013,7.379795e+001,-7.321686e+000,1.800000e+002,3.033923e+000,-1.800000e+002
9.733333e+000,4.098978e-013,7.379631e+001,-7.318411e+000,4.098978e-013,7.379631e+001,-7.318411e+000,1.800000e+002,3.013637e+000,-1.800000e+002
9.750000e+000,4.123451e-013,7.379466e+001,-7.315121e+000,4.123451e-013,7.379466e+001,-7.315121e+000,1.800000e+002,2.993248e+000,-1.800000e+002
9.766667e+000,4.174666e-013,7.379300e+001,-7.311815e+000,4.174666e-013,7.379300e+001,-7.311815e+000,1.800000e+002,2.972756e+000,-1.800000e+002
9.783333e+000,4.196004e-013,7.379124e+001,-7.308410e+000,4.196004e-013,7.379124e+001,-7.308410e+000,1.800000e+002,2.951575e+000,-1.800000e+002
9.800000e+000,4.243560e-013,7.378941e+001,-7.304914e+000,4.243560e-013,7.378941e+001,-7.304914e+000,1.800000e+002,2.929760e+000,-1.800000e+002
9.816667e+000,4.264539e-013,7.378755e+001,-7.301391e+000,4.264539e-013,7.378755e+001,-7.301391e+000,1.800000e+002,2.907755e+000,-1.800000e+002
